10,81,1
60,75,1
72,97,1
47,52,1
84,65,1
108,70,1
7,18,1
44,134,1
97,111,1
41,28,1
38,77,1
1,93,1
111,49,1
144,140,1
18,32,1
23,5,1
40,77,1
102,75,1
143,94,1
133,45,1
33,114,1
89,77,1
133,148,1
38,57,1
14,12,1
36,130,1
19,74,1
5,99,1
61,134,1
68,71,1
1,3,1
125,18,1
132,92,1
62,149,1
95,73,1
141,46,1
84,98,1
2,8,1
93,73,1
146,150,1
67,99,1
86,104,1
120,98,1
68,130,1
134,112,1
145,104,1
120,72,1
45,119,1
49,124,1
91,53,1
7,33,1
126,98,1
59,44,1
67,129,1
122,66,1
36,58,1
67,60,1
148,18,1
58,144,1
80,141,1
14,23,1
16,70,1
28,126,1
78,112,1
91,88,1
1,141,1
126,139,1
128,107,1
63,22,1
142,20,1
96,99,1
68,84,1
38,101,1
82,74,1
19,31,1
26,46,1
79,57,1
71,108,1
127,19,1
92,23,1
25,83,1
42,13,1
145,97,1
46,134,1
34,55,1
52,93,1
137,114,1
84,146,1
119,140,1
145,123,1
1,65,1
49,79,1
100,93,1
19,114,1
60,139,1
71,146,1
30,93,1
145,20,1
38,148,1
113,85,1
91,81,1
146,19,1
38,13,1
88,97,1
101,33,1
67,81,1
19,62,1
32,86,1
46,74,1
29,18,1
64,19,1
28,9,1
75,131,1
106,79,1
29,12,1
53,63,1
62,74,1
40,28,1
3,144,1
80,115,1
117,18,1
142,43,1
67,143,1
7,142,1
116,57,1
38,72,1
15,126,1
8,11,1
77,70,1
42,56,1
66,45,1
84,135,1
62,63,1
86,40,1
54,72,1
53,74,1
58,7,1
28,76,1
29,122,1
114,66,1
65,122,1
97,26,1
12,128,1
148,116,1
32,109,1
94,66,1
30,112,1
96,138,1
145,57,1
126,4,1
113,49,1
127,1,1
101,30,1
143,13,1
86,87,1
123,97,1
84,67,1
65,13,1
27,83,1
22,137,1
50,73,1
137,70,1
53,83,1
108,116,1
72,140,1
139,72,1
68,50,1
123,147,1
45,48,1
132,48,1
39,62,1
13,7,1
70,56,1
15,146,1
29,109,1
81,48,1
87,126,1
43,81,1
148,89,1
77,141,1
124,11,1
48,100,1
103,59,1
105,85,1
143,131,1
95,81,1
36,112,1
28,53,1
139,26,1
97,102,1
114,146,1
27,40,1
29,143,1
47,37,1
5,63,1
79,88,1
137,79,1
43,35,1
52,126,1
49,84,1
150,36,1
87,35,1
35,9,1
88,118,1
101,92,1
102,90,1
132,63,1
133,62,1
79,108,1
32,123,1
92,68,1
98,19,1
62,21,1
123,142,1
126,137,1
13,26,1
15,129,1
92,98,1
137,29,1
83,79,1
105,94,1
60,91,1
15,36,1
54,1,1
150,106,1
109,64,1
29,49,1
114,141,1
50,150,1
20,26,1
145,103,1
143,57,1
19,7,1
50,123,1
14,109,1
133,115,1
9,61,1
42,21,1
143,39,1
93,14,1
84,37,1
50,85,1
135,125,1
61,37,1
8,143,1
59,29,1
91,83,1
109,5,1
1,132,1
63,150,1
82,41,1
22,70,1
93,89,1
94,89,1
101,130,1
89,105,1
70,69,1
67,121,1
120,114,1
35,64,1
50,24,1
109,57,1
103,7,1
122,104,1
99,102,1
8,39,1
22,43,1
141,137,1
144,108,1
72,68,1
86,52,1
120,62,1
119,30,1
32,26,1
31,50,1
80,4,1
21,14,1
85,33,1
9,8,1
74,70,1
42,38,1
38,32,1
139,127,1
54,78,1
51,120,1
10,15,1
104,138,1
39,37,1
129,46,1
111,18,1
77,94,1
46,105,1
96,29,1
132,75,1
114,64,1
121,11,1
93,82,1
116,126,1
130,97,1
23,87,1
16,98,1
75,3,1
85,95,1
129,107,1
144,77,1
141,11,1
125,134,1
147,72,1
91,26,1
109,76,1
53,32,1
140,96,1
24,81,1
123,89,1
43,22,1
59,144,1
29,87,1
26,75,1
130,131,1
10,129,1
84,136,1
63,33,1
95,129,1
77,87,1
18,54,1
80,138,1
72,55,1
10,16,1
98,129,1
29,107,1
7,83,1
51,130,1
107,33,1
136,146,1
52,133,1
22,74,1
76,3,1
99,142,1
33,66,1
60,94,1
40,12,1
137,129,1
2,62,1
99,148,1
96,70,1
92,20,1
150,75,1
99,122,1
31,32,1
112,146,1
139,109,1
33,21,1
57,16,1
20,140,1
103,96,1
120,50,1
92,50,1
148,149,1
109,121,1
100,82,1
128,83,1
90,72,1
62,49,1
95,45,1
69,58,1
102,88,1
120,24,1
49,44,1
41,70,1
7,72,1
1,129,1
90,114,1
71,52,1
149,128,1
97,12,1
52,21,1
35,119,1
137,3,1
42,102,1
113,33,1
69,110,1
17,120,1
123,113,1
86,103,1
19,35,1
5,149,1
89,129,1
90,134,1
119,146,1
144,81,1
29,134,1
136,78,1
87,69,1
58,52,1
32,47,1
142,36,1
126,105,1
140,108,1
131,1,1
150,129,1
95,12,1
106,143,1
35,48,1
124,71,1
34,142,1
53,77,1
45,32,1
149,24,1
102,83,1
15,27,1
71,142,1
38,1,1
71,45,1
122,29,1
45,58,1
129,68,1
58,98,1
67,85,1
80,59,1
15,136,1
42,97,1
10,118,1
112,49,1
43,103,1
34,80,1
65,22,1
14,80,1
70,93,1
113,60,1
58,63,1
55,53,1
41,132,1
52,78,1
17,36,1
80,6,1
68,41,1
74,68,1
81,7,1
82,143,1
52,116,1
8,21,1
3,102,1
136,135,1
52,146,1
27,128,1
42,104,1
92,114,1
58,87,1
136,22,1
30,116,1
107,64,1
20,42,1
6,148,1
77,7,1
144,79,1
28,58,1
94,114,1
135,87,1
111,81,1
124,127,1
116,12,1
90,59,1
91,50,1
126,125,1
3,73,1
95,24,1
110,32,1
71,5,1
99,93,1
51,67,1
131,59,1
45,44,1
119,37,1
8,98,1
13,3,1
1,142,1
18,71,1
110,108,1
58,94,1
60,98,1
63,23,1
135,63,1
10,66,1
122,120,1
118,150,1
135,76,1
104,107,1
70,97,1
45,113,1
141,28,1
108,81,1
130,3,1
65,60,1
50,124,1
142,35,1
18,21,1
53,88,1
45,11,1
99,66,1
130,61,1
17,40,1
22,119,1
35,130,1
35,13,1
9,2,1
53,66,1
102,94,1
8,105,1
143,75,1
21,105,1
15,28,1
70,55,1
97,40,1
12,23,1
149,142,1
13,22,1
7,96,1
11,101,1
68,82,1
66,126,1
80,92,1
94,124,1
128,16,1
47,46,1
17,15,1
58,50,1
112,139,1
77,109,1
122,87,1
31,49,1
80,1,1
85,36,1
96,36,1
74,37,1
1,23,1
138,39,1
63,5,1
108,147,1
46,76,1
53,31,1
131,92,1
30,138,1
12,100,1
143,100,1
134,100,1
125,114,1
138,107,1
64,15,1
112,9,1
18,142,1
104,127,1
119,131,1
2,66,1
41,37,1
98,78,1
133,2,1
113,110,1
56,113,1
141,121,1
135,12,1
80,30,1
92,86,1
48,55,1
123,43,1
115,118,1
143,71,1
79,100,1
89,118,1
107,44,1
109,139,1
69,94,1
132,93,1
143,109,1
78,16,1
25,132,1
85,91,1
140,141,1
91,120,1
90,150,1
124,10,1
140,6,1
16,124,1
39,115,1
84,73,1
2,35,1
47,147,1
90,57,1
144,103,1
120,73,1
46,5,1
86,37,1
92,136,1
147,24,1
117,41,1
59,138,1
13,39,1
78,79,1
3,75,1
136,57,1
78,113,1
33,108,1
74,49,1
122,23,1
93,123,1
